"filename"	"date"	"time"	"DOY"	"daytime"	"file_records"	"used_records"	"Tau"	"qc_Tau"	"rand_err_Tau"	"H"	"qc_H"	"rand_err_H"	"LE"	"qc_LE"	"rand_err_LE"	"co2_flux"	"qc_co2_flux"	"rand_err_co2_flux"	"h2o_flux"	"qc_h2o_flux"	"rand_err_h2o_flux"	"H_strg"	"LE_strg"	"co2_strg"	"h2o_strg"	"co2_v.adv"	"h2o_v.adv"	"co2_molar_density"	"co2_mole_fraction"	"co2_mixing_ratio"	"co2_time_lag"	"co2_def_timelag"	"h2o_molar_density"	"h2o_mole_fraction"	"h2o_mixing_ratio"	"h2o_time_lag"	"h2o_def_timelag"	"sonic_temperature"	"air_temperature"	"air_pressure"	"air_density"	"air_heat_capacity"	"air_molar_volume"	"ET"	"water_vapor_density"	"e"	"es"	"specific_humidity"	"RH"	"VPD"	"Tdew"	"u_unrot"	"v_unrot"	"w_unrot"	"u_rot"	"v_rot"	"w_rot"	"wind_speed"	"max_wind_speed"	"wind_dir"	"yaw"	"pitch"	"ustar"	"TKE"	"L"	"z-d/L"	"bowen_ratio"	"tstar"	"model"	"x_peak"	"x_offset"	"x_10"	"x_30"	"x_50"	"x_70"	"x_90"	"un_Tau"	"Tau_scf"	"un_H"	"H_scf"	"un_LE"	"LE_scf"	"un_co2_flux"	"co2_scf"	"un_h2o_flux"	"h2o_scf"	"spikes_hf"	"amplitude_resolution_hf"	"drop_out_hf"	"absolute_limits_hf"	"skewness_kurtosis_hf"	"skewness_kurtosis_sf"	"discontinuities_hf"	"discontinuities_sf"	"timelag_hf"	"timelag_sf"	"attack_angle_hf"	"non_steady_wind_hf"	"u_spikes"	"v_spikes"	"w_spikes"	"ts_spikes"	"co2_spikes"	"h2o_spikes"	"u_var"	"v_var"	"w_var"	"ts_var"	"co2_var"	"h2o_var"	"w.ts_cov"	"w.co2_cov"	"w.h2o_cov"	"Ta"	"Rh"	"Ts"	"Pa"	"SWin"	"SWout"	"LWin"	"LWout"	"PPFD"	"Rg"	"SMC"	"SHF"	"co2_molar_density_ORG"	"co2_mole_fraction_ORG"	"co2_mixing_ratio_ORG"	"h2o_molar_density_Li7500_ORG"	"h2o_mole_fraction_Li7500_ORG"	"h2o_mixing_ratio_Li7500_ORG"	"h2o_molar_density_Li7500"	"h2o_mole_fraction_Li7500"	"h2o_mixing_ratio_Li7500"	"qc_wind_dir"	"qc_ustar"	"qc_co2_flux_composite"	"qc_h2o_flux_composite"	"qc_co2_molar_density_composite"	"qc_co2_mixing_ratio_composite"	"qc_h2o_molar_density_composite"	"qc_h2o_molar_density_Li7500_composite"	"qc_h2o_mixing_ratio_composite"	"qc_h2o_mixing_ratio_Li7500_composite"	"F_CO2"	"HC_Burba"	"HC_Frank"	"F_CO2_HC_Burba"	"F_CO2_HC_Frank"	"NEE_orig"	"NEE_f"	"NEE_fqc"	"NEE_fall"	"NEE_fall_qc"	"NEE_fnum"	"NEE_fsd"	"NEE_fmeth"	"NEE_fwin"
"2005_12_15_1400_ECNM.DAT"	"2005-12-15"	"14:30"	349.604	1	18000	18000	-0.0527292	0	0.00479795	120.156	0	7.29465	19.9859	0	3.2846	-0.310915	0	0.348136	0.443576	0	0.0728999	0.657075	-0.487608	-0.000610643	-0.0108222	377.491	2.08517	9.44319	375.877	376.762	-0.1	0	52.162	2.07626	2.08058	-0.1	0	272.065	273.058	57034.5	0.727108	1006.27	0.0398041	0.0287438	0.000939959	118.45	605.357	0.00129274	19.567	486.906	252.498	-0.0166613	-3.16872	0.211608	3.17557	7.51278e-14	0.0399749	3.17582	6.59067	226.906	269.676	-9999	0.269294	0.971835	-9.4797	-0.318206	6.01201	0.609826	1	26.6916	12	21	36	54	89	209	-0.0523211	1.0078	119.53	1.01387	16.8285	1.10116	-5.59135	1.10116	0.3735	1.10116	800000099	800000099	800000099	899999999	800000099	800000099	800000199	800000199	89999	89999	89	80	4	1	0	10	8	5	0.837597	0.984124	0.121951	0.82565	0.000985979	44.564	0.163367	-0.00559135	0.3735	273.058	19.567	290.95	57034.5	762.3	163.2	167.3	390.3	-9999	700.5	0	180.6	8.13765	323.912	327.146	248.416	9.8879753056	9.98672378375764	58.9942	2.34821103622	2.35373811002634	0	0	0	0	0	0	0	0	0	0	-0.310915	0.999714963848944	1.00712299736753	0.688799963848945	0.696207997367533	-0.310915	-0.310915	0	-0.184012847619048	1	21	0.500429610366441	1	14
"2005_12_15_1430_ECNM.DAT"	"2005-12-15"	"15:00"	349.625	1	18000	18000	-0.0799977	0	0.00568246	134.211	0	8.34471	26.2164	0	2.45213	-0.370486	0	0.39816	0.582252	0	0.0544604	0.880981	-0.701541	0.035514	-0.0155808	323.082	1.46572	9.43285	376.714	377.498	-0.1	0	42.7939	1.70903	1.71196	-0.1	0	272.561	273.771	56993.9	0.724799	1006.08	0.0399364	0.03773	0.000771145	97.4306	637.468	0.00106394	15.284	540.037	250.272	0.503123	-2.69822	0.163852	2.7494	7.18724e-13	0.0342507	2.74961	6.64477	216.827	280.526	-9999	0.332223	2.08305	-15.9263	-0.189403	5.11937	0.554001	1	17.8691	8	14	25	39	65	161	-0.0793667	1.00795	133.784	1.01336	22.6891	1.0964	-6.32201	1.0964	0.503913	1.0964	800000099	800000099	800000099	899999999	800000099	800000099	800000199	800000199	89999	89999	89	81	0	4	1	23	26	7	0.98195	3.04841	0.13575	0.792876	0.000968367	18.9961	0.183466	-0.00632201	0.503913	273.771	15.284	290.917	56993.9	744.7	158.2	167	390.5	-9999	743.5	0	168.6	8.13008	324.686	327.755	234.471	9.3639276444	9.45243960492356	51.9641	2.07525908324	2.07957473960765	0	0	0	0	0	0	0	0	0	0	-0.370486	0.972002747239265	0.939356384497996	-0.370486	-0.370486	-0.370486	-0.370486	0	-0.135206836842105	1	19	0.441177976365041	1	14
"2005_12_15_1500_ECNM.DAT"	"2005-12-15"	"15:30"	349.646	1	18000	18000	-0.0462114	0	0.00488515	123.712	0	7.66229	15.7267	1	2.03979	-0.396667	0	0.369547	0.349451	1	0.0453245	0.630005	-0.51798	0.00868041	-0.0115096	397.566	1.5159	9.41761	376.919	377.575	-0.1	0	35.9089	1.43718	1.43924	-0.1	0	273.065	274.282	56977	0.723309	1005.94	0.0400228	0.0226444	0.000647078	81.9079	661.401	0.000894609	12.384	579.493	248.332	0.443578	-2.88563	0.183851	2.925	-1.7091e-13	0.0422152	2.92531	6.50333	217.332	278.7	-9999	0.252762	1.13065	-7.60742	-0.396521	7.86633	0.67267	1	24.7446	11	20	33	50	81	187	-0.0458507	1.00787	122.864	1.01356	13.3861	1.09833	-5.79637	1.09833	0.297443	1.09833	800000099	800000099	800000099	899999999	800000099	800010099	800000199	800000199	89999	89999	89	80	2	7	0	19	11	17	0.87092	1.2718	0.118578	0.748455	0.000934984	17.4344	0.168861	-0.00579637	0.297443	274.282	12.384	290.85	56977	700	148.2	168.1	387.8	-9999	701.1	0	168.6	8.1181	324.909	327.789	219.496	8.7848445088	8.86270196751243	43.3932	1.73671736496	1.73973879954366	0	0	0	1	0	0	0	0	0	0	-0.396667	0.98010374947401	0.968358173372583	-0.396667	-0.396667	-0.396667	-0.396667	0	-0.0875338307692308	1	13	0.417404704938471	1	14
"2005_12_15_1530_ECNM.DAT"	"2005-12-15"	"16:00"	349.667	1	18000	18000	-0.0327491	1	0.00532833	98.0773	0	6.43447	19.219	0	1.52604	-0.38447	0	0.315127	0.427214	0	0.033922	0.494723	-0.126141	0.0197314	-0.00280394	58.6352	0.212988	9.41224	377.386	378.068	-0.1	0	34.1892	1.37083	1.37271	-0.1	0	273.068	274.684	56957.4	0.72202	1005.91	0.0400953	0.0276834	0.00061609	78.0997	680.785	0.000853286	11.472	602.685	247.806	0.593564	-2.12201	0.101783	2.2058	5.20683e-14	0.00622968	2.20581	6.2715	209.915	285.613	-9999	0.212974	1.21278	-5.73866	-0.525645	5.10314	0.634065	1	19.8278	9	16	26	39	64	146	-0.0324743	1.00846	97.8108	1.01299	16.9017	1.09081	-4.74229	1.09081	0.375703	1.09081	800000099	800000099	800000099	899999999	800000099	800011199	800000199	800000199	89999	89999	89	81	14	1	3	40	31	29	1.26594	1.04643	0.113195	0.484025	0.000620184	6.66032	0.134672	-0.00474229	0.375703	274.684	11.472	290.35	56957.4	638.2	134.6	167.9	383	-9999	621.4	0	146.9	8.11482	325.366	328.207	215.86	8.654971458	8.73053398041358	44.9897	1.80387551841	1.80713536565456	0	0	0	0	0	0	0	0	0	0	-0.38447	0.930164816724759	0.843564457549424	-0.38447	-0.38447	-0.38447	-0.38447	0	-0.144970354545455	1	11	0.39579396427281	1	14
"2005_12_15_1600_ECNM.DAT"	"2005-12-15"	"16:30"	349.687	1	18000	18000	-0.0388605	0	0.00538797	106.19	0	6.3008	19.9432	0	2.04387	-0.702008	0	0.33636	0.443422	0	0.0454441	0.328193	0.416152	-0.00342848	0.00925285	270.115	1.13832	9.39863	377.305	378.104	-0.1	0	39.6078	1.59004	1.59258	-0.1	0	273.55	274.951	56942.6	0.721072	1006.03	0.0401447	0.0287337	0.000713733	90.5656	693.936	0.000989823	13.051	603.37	249.451	1.66987	-2.38779	0.137598	2.91686	5.47729e-15	0.0287398	2.917	5.76072	190.306	304.922	-9999	0.232148	0.989148	-6.86357	-0.439494	5.32463	0.630562	1	26.8529	12	21	35	54	86	199	-0.038557	1.00787	105.795	1.01355	17.2668	1.09824	-5.34782	1.09824	0.383916	1.09824	800000099	800000099	800000099	899999999	800000099	800000099	800000199	800000199	89999	89999	89	80	0	2	3	28	24	11	0.710273	1.16243	0.105587	0.569162	0.000803309	16.7081	0.14584	-0.00534782	0.383916	274.951	13.051	288.883	56942.6	589.8	123.6	173.5	373.7	-9999	557.8	0	146.9	8.10331	325.305	328.285	226.109	9.0770779723	9.16022605847669	52.6261	2.11265899667	2.11713177415981	0	0	0	0	0	0	0	0	0	0	-0.702008	0.976726288719678	0.967599831003163	-0.702008	-0.702008	-0.702008	-0.702008	0	-0.268571744444444	1	9	0.285105592792737	1	14
"2005_12_15_1630_ECNM.DAT"	"2005-12-15"	"17:00"	349.708	1	18000	18000	-0.0834942	0	0.00454257	48.5439	0	3.27756	15.3242	0	1.76601	-0.172433	0	0.162925	0.340706	0	0.0392641	-0.062688	0.116146	-0.0260594	0.00258231	-366.201	-1.60526	9.3831	376.688	377.481	-0.1	0	41.1312	1.65123	1.65396	-0.1	0	273.837	274.9	56931.1	0.721043	1006.06	0.0401453	0.0220777	0.000741184	94.0313	691.407	0.00102793	13.6	597.375	249.872	-1.13128	-2.98527	0.158205	3.19611	1.6188e-14	-0.0390277	3.19635	6.64514	246.409	249.283	-9999	0.340289	0.751065	-47.281	-0.0637994	3.1678	0.196653	1	23.0722	10	19	34	55	97	268	-0.0828483	1.0078	48.6627	1.0139	13.4815	1.1014	-2.34694	1.1014	0.299737	1.1014	800000099	800000099	800000099	899999999	800000099	800001099	800000199	800000199	89999	89999	89	80	6	5	0	37	40	3	0.634129	0.731406	0.136595	0.233696	0.000298395	17.2733	0.0670825	-0.00234694	0.299737	274.9	13.6	285.65	56931.1	458.7	97.5	168.4	353.4	-9999	496.1	0	130.1	8.08957	324.758	327.773	229.084	9.1966459052	9.28200925763122	52.3681	2.10233308493	2.10676220080684	0	0	0	0	0	0	0	0	0	0	-0.172433	0.992106248828872	1.01061726124226	-0.172433	-0.172433	-0.172433	-0.172433	0	-0.20920585	1	4	0.19024199875831	1	14
"2005_12_15_1700_ECNM.DAT"	"2005-12-15"	"17:30"	349.729	1	18000	18000	-0.053141	0	0.00408403	40.1483	0	2.69881	18.2539	1	2.12271	-0.13953	0	0.136416	0.405814	1	0.0471914	-0.0934304	0.467158	-0.0110305	0.0103857	7.23833	0.0364826	9.37755	376.426	377.323	-0.1	0	47.2647	1.89726	1.90087	-0.1	0	273.767	274.824	56921.2	0.72105	1006.19	0.0401412	0.0262968	0.000851709	108.023	687.653	0.00118121	15.709	579.629	251.442	-0.120404	-2.83354	0.157557	2.84047	1.87335e-13	0.000771879	2.84047	6.03271	228.321	267.569	-9999	0.271476	0.647268	-29.0249	-0.103928	2.19943	0.203839	1	26.4075	12	21	38	60	103	267	-0.0527243	1.0079	40.5519	1.01346	16.2123	1.09739	-1.98703	1.09739	0.360426	1.09739	800000099	800000099	800000099	899999999	800000099	800000099	800000199	800000199	89999	89999	89	81	9	1	1	13	11	0	0.565184	0.645972	0.0833789	0.188341	0.000246572	21.9015	0.0558939	-0.00198703	0.360426	274.824	15.709	280.15	56921.2	366.8	84.7	166.9	338.6	-9999	395.1	0	130.1	8.08426	324.512	327.676	240.524	9.6549219888	9.74904828950017	59.1994	2.37633495528	2.38199537415091	0	0	0	1	0	0	0	0	0	0	-0.13953	0.970722727173758	0.953141745684125	-0.13953	-0.13953	-0.13953	-0.13953	0	0.0109553	1	5	0.276210471908326	1	14
"2005_12_15_1730_ECNM.DAT"	"2005-12-15"	"18:00"	349.75	1	18000	18000	-0.0260522	0	0.00265471	28.4042	0	2.23425	0.56774	2	1.56688	-0.152836	0	0.107722	0.0126178	2	0.0348232	-0.409818	1.31786	0.00489167	0.029289	148.386	1.02083	9.38969	376.542	377.677	-0.1	0	64.5966	2.59043	2.59716	0	1	273.392	274.491	56908.3	0.721572	1006.56	0.0401017	0.000817632	0.00116403	147.457	671.417	0.00161319	21.962	523.96	255.048	1.72711	-2.28886	0.119834	2.86983	6.77806e-15	0.0158031	2.86987	4.83392	186.427	306.999	-9999	0.190013	0.52431	-14.0664	-0.214447	50.0303	0.205816	1	39.717	18	32	54	83	136	327	-0.0258483	1.00789	28.0569	1.01349	0.138619	1.09771	-1.36226	1.09771	0.00308076	1.09771	800000099	800000099	800000099	899999999	800000099	800000099	800000199	800010199	89999	89999	89	81	0	0	1	19	20	8	0.298981	0.699935	0.049704	0.146818	0.000182863	167.526	0.0386296	-0.00136226	0.00308076	274.491	21.962	276.05	56908.3	248.9	64.6	164.2	319.8	-9999	272.6	0	48.2	8.09555	324.645	328.168	267.694	10.7349844798	10.851474894374	74.9595	3.00600338115	3.01506668178985	0	0	0	2	0	0	0	0	0	0	-0.152836	0.975424208335733	0.959092310692798	-0.152836	-0.152836	-0.152836	-0.152836	0	-0.01857376	1	5	0.175874967087738	1	14
"2005_12_15_1800_ECNM.DAT"	"2005-12-15"	"18:30"	349.771	1	18000	18000	-0.0197333	1	0.00201246	-1.78443	1	1.89358	9.95552	0	1.73972	0.0902706	1	0.0707855	0.220971	0	0.0386145	-1.68844	2.27125	0.000610395	0.0504123	156.575	1.57078	9.43633	376.557	378.145	0	1	94.6665	3.77766	3.79199	0	1	271.782	273.126	56904.4	0.724802	1007.18	0.039905	0.0143189	0.00170589	215.023	608.356	0.00235359	35.345	393.333	259.581	2.87551	-1.53744	0.0823528	3.26171	3.30415e-15	0.0165928	3.26175	5.45597	163.057	331.834	-9999	0.165002	0.327811	146.635	0.0205716	-0.17924	-0.0148143	1	55.1597	24	49	96	171	345	1269	-0.0195952	1.00705	-1.26426	1.01451	8.88572	1.12046	0.0816623	1.12046	0.197226	1.12046	800000099	800000099	800000099	899999999	800000099	800001099	800010199	800010199	89999	89999	89	80	1	1	0	12	9	15	0.459298	0.155318	0.041005	0.271757	0.00021805	82.9795	-0.00173185	8.16623e-05	0.197226	273.126	35.345	272.85	56904.4	123.7	39.49	163.8	299.2	-9999	170.2	0	48.2	8.13845	324.765	328.929	317.265	12.660459825	12.8228023996244	105.256	4.20024068	4.21795711506118	0	0	1	0	0	0	0	0	0	0	0.0902706	1.00737412954101	1.02372802138566	1.09764472954101	1.11399862138566	0.0902706	0.0902706	0	0.175076014285714	1	7	0.256662000062796	1	14
"2005_12_15_1830_ECNM.DAT"	"2005-12-15"	"19:00"	349.792	1	18000	18000	-0.0102685	1	0.00115175	-1.90041	2	1.50931	1.70923	2	1.02672	0.0473857	2	0.0812108	0.037858	2	0.022741	-2.77246	-0.214061	-0.0176501	-0.00474128	-63.2826	-0.616924	9.5043	376.144	377.603	0	1	92.6547	3.66693	3.68042	0	1	270.06	270.903	56910.1	0.730854	1007.09	0.0395762	0.0024532	0.00166964	208.741	516.839	0.0022845	40.388	308.098	259.218	1.80673	-1.63048	0.0660424	2.43455	5.21045e-15	-0.00665831	2.43456	4.11127	177.459	317.913	-9999	0.118533	0.291918	51.0444	0.0590956	-1.11185	-0.0217825	1	55.8649	24	51	104	192	408	1681	-0.01019	1.00771	-1.78815	1.01539	1.54511	1.12796	0.109691	1.12796	0.0342229	1.12796	800000099	800000099	800000099	899999999	800000099	800110199	800100199	800100199	89999	89999	89	81	2	11	2	2	2	5	0.257446	0.306136	0.0202533	1.0497	0.00165272	103.083	-0.00242944	0.000109691	0.0342229	270.903	40.388	268.183	56910.1	32.73	15.43	161.9	281	-9999	70.8	0	-38.6	8.1985	324.466	328.582	316.5	12.5258673	12.68475485606	97.587	3.8621226294	3.87709645134109	0	0	2	2	0	0	0	0	0	0	-9999	0.969832039761803	0.886843058629677	-9999	-9999	-9999	0.610280333333333	1	0.610280333333333	1	6	0.569383671617537	1	14
"2005_12_15_1900_ECNM.DAT"	"2005-12-15"	"19:30"	349.812	0	18000	18000	-0.00947503	1	0.000779677	-10.5888	0	0.987428	3.5006	0	0.270031	0.196961	0	0.0456459	0.0772918	0	0.00596215	-4.21245	0.299329	-0.045792	0.00660905	-141.7	-1.44286	9.59881	375.088	376.606	0	1	97.74	3.81934	3.83398	0	1	267.451	267.568	56928.3	0.740157	1007.13	0.0390765	0.00500851	0.00176128	217.487	402.388	0.0023796	54.049	184.901	259.721	2.51181	-1.42082	0.0463259	2.88614	1.61597e-14	-0.0147622	2.88618	4.40656	164.236	330.495	-9999	0.113143	0.181543	7.96904	0.378527	-3.02485	-0.125547	1	87.659	39	87	192	392	962	5453	-0.00932852	1.01571	-10.1079	1.03243	2.93773	1.26705	0.53475	1.26705	0.0648637	1.26705	800000099	800000099	800000099	899999999	800000099	800000099	800100199	800100199	89999	89999	89	80	0	2	3	3	5	20	0.235504	0.10996	0.0176226	0.326884	0.000400736	7.89801	-0.0135598	0.00053475	0.0648637	267.568	54.049	264.35	56928.3	0	0.678	161	270.8	-9999	0	0	-38.6	8.28073	323.582	327.767	326.719	12.7670350035	12.9321400886824	103.11	4.029177915	4.04547786506956	0	0	0	0	0	0	0	0	0	0	0.196961	0.410346498018014	0.289778506434595	0.607307498018014	0.486739506434595	0.196961	0.196961	0	0.674825769411765	1	68	0.641129104284324	1	14
"2005_12_15_1930_ECNM.DAT"	"2005-12-15"	"20:00"	349.833	0	18000	18000	-0.00517567	1	0.000567639	-6.91766	0	0.66091	1.93748	0	0.275371	0.10518	0	0.0371367	0.0427331	0	0.00607358	-1.43544	-0.473075	-0.00914006	-0.0104341	-122.494	-1.16975	9.64007	374.878	376.285	0	1	92.0572	3.57988	3.59274	0	1	266.523	266.437	56963.2	0.743822	1006.99	0.0388875	0.0027691	0.00165887	203.976	369.047	0.0022302	55.271	165.071	258.936	2.37568	-0.899709	0.0240845	2.54042	-4.36799e-15	-0.0127068	2.54046	3.81161	155.877	339.255	-9999	0.0834159	0.132674	4.89018	0.616849	-3.57045	-0.110717	1	128.912	57	129	291	604	1520	9130	-0.00507368	1.0201	-6.56765	1.04109	1.5525	1.33669	0.316687	1.33669	0.0342419	1.33669	800000099	800000099	800000099	899999999	800000099	800000099	800000199	801100199	89999	89999	89	80	1	0	4	1	3	12	0.178888	0.0748187	0.0116405	0.252046	0.000423985	10.3525	-0.00876827	0.000316687	0.0342419	266.437	55.271	262.383	56963.2	0	2.405	160.7	264.9	-9999	0	0.333	-48.2	8.30905	323.118	327.187	319.811	12.4366502625	12.5932683364624	96.0978	3.7370031975	3.7510207741268	0	0	0	0	0	0	0	0	0	0	0.10518	0.437655692436136	0.284754480332521	0.542835692436136	0.389934480332521	0.10518	0.10518	0	0.613675522469136	1	81	0.607650976839339	1	14
"2005_12_15_2000_ECNM.DAT"	"2005-12-15"	"20:30"	349.854	0	18000	18000	-0.019026	1	0.00162362	-10.612	1	1.06692	-0.536184	2	0.313406	0.060329	1	0.0615625	-0.0118229	2	0.00691063	-0.360969	-0.512076	-0.00511376	-0.0112913	-133.162	-1.18008	9.65144	374.761	376.068	0	1	85.5309	3.32113	3.33219	0	1	266.318	266.153	56987.4	0.745005	1006.85	0.0388296	-0.000766124	0.00154127	189.313	361.071	0.0020688	52.431	171.758	258.03	1.98285	-0.55504	0.0076493	2.05904	-1.81669e-14	-0.0137971	2.05908	3.61893	150.429	344.369	-9999	0.159806	0.346835	22.4199	0.134546	19.7917	-0.0885277	1	30.393	13	29	60	114	255	1174	-0.0188506	1.0093	-10.444	1.01867	-0.284309	1.15444	0.500483	1.15444	-0.00626905	1.15444	800000099	800000099	800000099	899999999	811000099	811011199	800100199	800100199	89999	89999	89	80	2	1	3	5	3	6	0.420871	0.262828	0.00997022	0.322643	0.000560539	10.2099	-0.0139233	0.000500483	-0.00626905	266.153	52.431	261.25	56987.4	0	3.37	162.1	260.8	-9999	0	0	-48.2	8.31599	322.906	326.848	310.54	12.058143984	12.2053174592946	89.4856	3.47469005376	3.48680562257616	0	0	2	2	0	0	0	0	0	0	-9999	0.449506536788685	0.258768812174708	-9999	-9999	-9999	0.575996878139535	1	0.575996878139535	1	86	0.601587161630978	1	14
"2005_12_15_2030_ECNM.DAT"	"2005-12-15"	"21:00"	349.875	0	18000	18000	0.063829	1	0.00463622	46.1827	1	9.13248	-21.5532	1	3.8276	-0.603618	1	0.473723	-0.475814	1	0.0844989	1.58856	0.599185	-0.0066007	0.0132277	-1055.14	-10.2118	9.60721	374.609	376.031	0	1	92.9799	3.62552	3.63872	-0.3	0	267.657	267.408	57016.8	0.741806	1007.03	0.0389925	-0.0308327	0.0016755	206.771	397.515	0.00225867	52.016	190.743	259.102	-0.571878	1.57918	-0.0534999	1.6768	-3.82357e-13	-0.109828	1.68039	4.45196	21.0453	110.038	-9999	0.293335	1.38041	-31.8749	-0.0946356	-2.14273	0.210758	1	10.7922	5	9	16	25	44	120	0.0632242	1.00957	44.5061	1.01311	-20.6648	1.08633	-2.43614	1.08633	-0.456201	1.08633	800000099	800000099	800000099	899999999	800000099	800000099	800100199	800100199	89999	89999	89	81	3	4	9	0	0	2	0.58065	2.15532	0.0248548	1.96917	0.00298302	107.261	0.0595783	-0.00243614	-0.456201	267.408	52.016	260.85	57016.8	0	4.724	163.6	259.9	-9999	0	0	-57.9	8.27297	322.584	326.673	321.005	12.5167874625	12.6754432921812	96.9263	3.77939875275	3.79373679686835	0	0	1	1	0	0	0	0	0	0	-0.603618	0.427459357200418	0.221297972586565	-0.176158642799583	-0.382320027413435	-9999	0.674825769411765	1	0.674825769411765	1	68	0.641129104284324	1	14
"2005_12_15_2100_ECNM.DAT"	"2005-12-15"	"21:30"	349.896	0	18000	18000	-0.00135028	1	9.47131e-05	1.55908	2	0.809224	-1.52325	1	0.289677	-0.0253758	2	0.0446559	-0.0335691	1	0.00638384	-2.35613	0.712496	0.00746859	0.0157018	74.6176	0.793252	9.68093	374.78	376.339	0	1	102.917	3.98427	4.0002	-0.8	0	265.647	265.56	57031.3	0.747056	1007.2	0.0387132	-0.00217528	0.00185457	227.289	344.91	0.00248251	65.898	117.621	260.263	1.51803	1.58091	-0.0706447	2.19286	5.48761e-14	0.00770769	2.19287	2.87809	88.7843	46.1912	-9999	0.0425144	0.164984	-2.87521	-1.04914	-1.02352	0.0487374	1	103.716	47	81	131	193	301	646	-0.00133892	1.00848	1.46376	1.01298	-1.42444	1.09069	-0.0809841	1.09069	-0.0313915	1.09069	800000099	800000099	800000099	899999999	800000099	810111099	811100199	811110199	89999	89999	89	80	2	1	2	3	3	2	0.0514822	0.277082	0.00140386	0.47198	0.00091082	20.6698	0.00194536	-8.09841e-05	-0.0313915	265.56	65.898	260.217	57031.3	0	2.087	168.2	254	-9999	0	0	-48.2	8.34606	323.103	327.369	336.595	13.030669554	13.2027097013355	107.022	4.1431640904	4.160401315733	0	2	2	2	0	0	0	0	0	0	-9999	0.460274495236546	0.273857317432299	-9999	-9999	-9999	0.422132955526316	1	0.422132955526316	1	76	0.456550909758873	1	14
"2005_12_15_2130_ECNM.DAT"	"2005-12-15"	"22:00"	349.917	0	18000	18000	-0.00136307	1	0.000169972	-0.895254	1	1.20095	0.559068	1	0.426962	-0.00937176	2	0.0411933	0.0123135	1	0.00940387	-0.786015	-1.48417	0.0403824	-0.0326889	0.982199	0.00846862	9.72956	375.7	376.973	0	1	83.8893	3.23933	3.24985	0.1	0	264.742	264.945	57045	0.749182	1006.8	0.0386143	0.000797915	0.00151169	184.837	328.833	0.00201778	56.21	143.996	257.741	1.69541	1.64892	-0.0819002	2.36644	3.61318e-14	0.00010095	2.36644	3.05024	90.7933	44.2387	-9999	0.0426545	0.0691615	5.0571	0.596488	-1.60133	-0.0278261	1	272.628	121	278	637	1349	3503	-9999	-0.00133751	1.01911	-0.838975	1.03908	0.434998	1.32028	0.0224104	1.32028	0.00958086	1.32028	800000099	800000099	800000099	899999999	800000099	800000099	811100199	811100199	89999	89999	89	80	2	4	12	5	3	8	0.0506637	0.0862538	0.00140578	0.970329	0.00191745	35.1245	-0.0011123	2.24104e-05	0.00958086	264.945	56.21	259.117	57045	0	2.35	167.4	250.7	-9999	0	0	-50.6	8.3861	323.823	327.742	309.675	11.9578833525	12.1026048900365	87.4619	3.37728004517	3.38872471753711	0	2	2	2	0	0	0	0	0	0	-9999	0.471346512154451	0.292228565523222	-9999	-9999	-9999	0.345370630410959	1	0.345370630410959	1	73	0.407942425837081	1	14
"2005_12_15_2200_ECNM.DAT"	"2005-12-15"	"22:30"	349.937	0	18000	18000	0.00134238	1	0.000264993	-3.27209	1	1.78508	0.408838	1	0.256379	0.125132	1	0.103002	0.00899326	1	0.00563959	-1.73735	-1.05893	-0.00434847	-0.0232935	6.03719	0.0435817	9.78079	375.602	376.713	0	1	70.6062	2.71142	2.71879	0	1	263.608	263.593	57067.7	0.753475	1006.5	0.038402	0.000582763	0.00127232	154.776	295.814	0.00168861	52.322	141.038	255.62	1.72251	1.35977	-0.0677838	2.19558	-4.18878e-14	0.00061725	2.19558	2.97181	97.5318	38.3224	-9999	0.0422089	0.156991	1.34098	2.24948	-8.0034	-0.102221	1	462.373	204	465	1051	2191	5550	-9999	0.00128234	1.04682	-2.98394	1.09235	0.26276	1.75167	0.160904	1.75167	0.00577996	1.75167	800000099	800000099	800000099	899999999	800000099	800111099	810100199	810110199	89999	89999	89	80	5	0	7	1	7	0	0.073499	0.23841	0.00207285	3.24544	0.00622807	18.6096	-0.00393466	0.000160904	0.00577996	263.593	52.322	258.45	57067.7	0	2.065	165	248.2	-9999	0	0	-48.2	8.43219	323.813	327.485	292.017	11.214036834	11.3412176666563	76.7913	2.9489395026	2.95766146733635	0	2	2	2	0	0	0	0	0	0	-9999	0.501182521867027	0.295975876057254	-9999	-9999	-9999	0.198280227164179	1	0.198280227164179	1	67	0.198831765080108	1	14
